date,periodic portfolio,periodic benchmark,periodic +/-,cumulative portfolio,cumulative benchmark,cumulative +/-
2024-02-08,1.03,1.06,-0.03,3.92,4.16,-0.24
2024-02-09,-1.54,-1.53,0.0,2.32,2.56,-0.24
2024-02-12,1.1,1.05,0.06,3.45,3.63,-0.18
2024-02-13,-1.01,-0.9,-0.11,2.4,2.7,-0.29
2024-02-14,-0.1,-0.16,0.07,2.31,2.53,-0.23
2024-02-15,2.79,2.72,0.07,5.16,5.32,-0.17
2024-02-16,-0.06,0.01,-0.07,5.09,5.33,-0.24
2024-02-19,0.0,0.0,0.0,5.09,5.33,-0.24
2024-02-20,-0.91,-0.93,0.02,4.14,4.35,-0.21
2024-02-21,1.88,1.85,0.02,6.09,6.28,-0.19
2024-02-22,0.17,0.13,0.04,6.27,6.42,-0.15
2024-02-23,-0.66,-0.56,-0.1,5.57,5.82,-0.25
2024-02-26,0.35,0.32,0.03,5.94,6.16,-0.22
2024-02-27,-0.43,-0.44,0.01,5.49,5.69,-0.21
2024-02-28,-0.2,-0.22,0.02,5.28,5.46,-0.18
2024-02-29,0.49,0.45,0.04,5.79,5.93,-0.14
2024-03-01,1.16,1.21,-0.05,7.02,7.21,-0.19
2024-03-04,-1.07,-1.03,-0.03,5.88,6.1,-0.22
2024-03-05,0.74,0.73,0.01,6.67,6.88,-0.21
2024-03-06,0.31,0.31,0.0,7.0,7.21,-0.21
2024-03-07,0.85,0.83,0.02,7.91,8.1,-0.19
2024-03-08,0.35,0.37,-0.01,8.29,8.5,-0.21
2024-03-11,1.03,1.01,0.02,9.41,9.6,-0.19
2024-03-12,-0.16,-0.14,-0.02,9.23,9.45,-0.21
2024-03-13,1.6,1.55,0.05,10.98,11.14,-0.16
2024-03-14,1.03,1.09,-0.06,12.12,12.35,-0.23
2024-03-15,0.3,0.26,0.04,12.45,12.64,-0.19
2024-03-18,0.34,0.4,-0.06,12.84,13.09,-0.25
2024-03-19,1.14,1.1,0.04,14.12,14.33,-0.21
2024-03-20,-0.14,-0.09,-0.05,13.96,14.23,-0.27
2024-03-21,0.6,0.55,0.05,14.64,14.85,-0.21
2024-03-22,-0.22,-0.22,0.0,14.4,14.61,-0.21
2024-03-25,0.93,0.9,0.03,15.46,15.64,-0.18
2024-03-26,-0.77,-0.76,-0.01,14.57,14.77,-0.2
2024-03-27,0.93,0.94,-0.01,15.63,15.85,-0.21
2024-03-28,1.08,1.1,-0.02,16.89,17.12,-0.24
2024-03-29,0.0,0.0,0.0,16.89,17.12,-0.24
2024-04-01,0.74,0.8,-0.06,17.75,18.06,-0.31
2024-04-02,1.4,1.34,0.06,19.4,19.64,-0.24
2024-04-03,0.68,0.69,-0.01,20.22,20.47,-0.25
2024-04-04,-0.06,-0.08,0.02,20.14,20.38,-0.23
2024-04-05,1.07,1.07,0.0,21.43,21.66,-0.24
2024-04-08,-0.63,-0.62,-0.01,20.66,20.91,-0.24
2024-04-09,0.03,0.03,0.0,20.7,20.95,-0.25
2024-04-10,0.31,0.36,-0.05,21.07,21.38,-0.31
2024-04-11,-0.07,-0.19,0.12,20.98,21.15,-0.16
2024-04-12,-1.63,-1.56,-0.07,19.01,19.26,-0.24
2024-04-15,-0.94,-0.89,-0.05,17.9,18.2,-0.3
2024-04-16,-0.87,-0.87,0.0,16.87,17.17,-0.3
2024-04-17,-0.29,-0.36,0.07,16.54,16.75,-0.22
2024-04-18,-0.31,-0.23,-0.08,16.18,16.48,-0.31
2024-04-19,1.2,1.12,0.08,17.58,17.79,-0.22
2024-04-22,0.65,0.64,0.01,18.35,18.55,-0.2
2024-04-23,0.55,0.53,0.02,19.0,19.18,-0.18
2024-04-24,0.07,0.11,-0.04,19.09,19.31,-0.22
2024-04-25,0.46,0.51,-0.05,19.63,19.92,-0.28
2024-04-26,-0.92,-0.93,0.01,18.53,18.8,-0.27
2024-04-29,0.68,0.67,0.0,19.34,19.6,-0.27
2024-04-30,-2.98,-2.94,-0.03,15.78,16.08,-0.3
2024-05-01,-1.59,-1.58,-0.01,13.94,14.25,-0.31
2024-05-02,0.58,0.53,0.05,14.59,14.85,-0.26
2024-05-03,0.01,-0.02,0.04,14.61,14.82,-0.21
2024-05-06,0.79,0.82,-0.04,15.51,15.77,-0.26
2024-05-07,-0.1,-0.12,0.02,15.4,15.63,-0.23
2024-05-08,-0.12,-0.13,0.01,15.26,15.49,-0.22
2024-05-09,1.34,1.33,0.01,16.81,17.02,-0.21
2024-05-10,-0.55,-0.5,-0.05,16.17,16.43,-0.26
2024-05-13,-0.27,-0.24,-0.03,15.86,16.15,-0.3
2024-05-14,0.13,0.11,0.02,16.01,16.28,-0.28
2024-05-15,0.22,0.14,0.08,16.27,16.45,-0.18
2024-05-16,-0.28,-0.23,-0.04,15.94,16.18,-0.23
2024-05-17,1.4,1.39,0.01,17.57,17.79,-0.22
2024-05-20,-0.65,-0.63,-0.02,16.8,17.04,-0.25
2024-05-21,-0.49,-0.5,0.01,16.23,16.46,-0.23
2024-05-22,-1.92,-1.82,-0.1,14.0,14.34,-0.34
2024-05-23,-0.91,-0.98,0.07,12.96,13.22,-0.26
2024-05-24,0.14,0.15,0.0,13.12,13.38,-0.26
2024-05-27,0.0,0.0,0.0,13.12,13.38,-0.26
2024-05-28,1.03,1.07,-0.04,14.29,14.59,-0.3
2024-05-29,-1.77,-1.8,0.03,12.27,12.53,-0.26
2024-05-30,0.29,0.26,0.03,12.59,12.82,-0.23
2024-05-31,2.49,2.46,0.02,15.39,15.6,-0.21
2024-06-03,-2.62,-2.61,-0.01,12.37,12.58,-0.22
2024-06-04,-0.96,-0.94,-0.02,11.29,11.53,-0.24
2024-06-05,-0.01,0.0,-0.01,11.28,11.53,-0.25
2024-06-06,0.52,0.54,-0.02,11.86,12.13,-0.27
2024-06-07,-0.4,-0.4,0.0,11.41,11.69,-0.27
2024-06-10,0.76,0.75,0.01,12.25,12.52,-0.27
2024-06-11,-0.2,-0.21,0.01,12.03,12.29,-0.26
2024-06-12,-1.07,-1.09,0.02,10.83,11.06,-0.23
