date,periodic portfolio,periodic benchmark,periodic +/-,cumulative portfolio,cumulative benchmark,cumulative +/-
2024-07-18,-0.78,-0.73,-0.05,30.68,30.88,-0.19
2024-07-19,-0.55,-0.6,0.05,29.97,30.09,-0.13
2024-07-22,1.02,1.09,-0.07,31.29,31.51,-0.22
2024-07-23,-0.19,-0.21,0.02,31.04,31.24,-0.2
2024-07-24,-2.15,-2.17,0.01,28.22,28.4,-0.18
2024-07-25,0.8,0.76,0.04,29.25,29.37,-0.12
2024-07-26,1.71,1.73,-0.02,31.45,31.61,-0.15
2024-07-29,-0.17,-0.16,-0.02,31.23,31.4,-0.17
2024-07-30,0.29,0.28,0.02,31.61,31.76,-0.15
2024-07-31,1.12,1.13,-0.02,33.08,33.25,-0.17
2024-08-01,-1.85,-1.83,-0.03,30.61,30.82,-0.21
2024-08-02,-2.2,-2.19,-0.01,27.74,27.95,-0.21
2024-08-05,-1.74,-1.71,-0.02,25.52,25.76,-0.24
2024-08-06,1.2,1.18,0.03,27.03,27.24,-0.21
2024-08-07,-0.48,-0.53,0.04,26.42,26.57,-0.15
2024-08-08,2.31,2.31,0.0,29.33,29.49,-0.16
2024-08-09,0.02,0.02,0.0,29.35,29.51,-0.16
2024-08-12,-0.51,-0.49,-0.02,28.7,28.88,-0.18
2024-08-13,1.05,1.07,-0.02,30.05,30.26,-0.21
2024-08-14,0.41,0.42,-0.01,30.58,30.81,-0.23
2024-08-15,1.35,1.32,0.02,32.34,32.54,-0.2
2024-08-16,-0.14,-0.14,0.0,32.15,32.35,-0.2
2024-08-19,0.61,0.62,-0.01,32.95,33.17,-0.22
2024-08-20,-0.27,-0.29,0.01,32.59,32.79,-0.2
2024-08-21,0.6,0.61,-0.01,33.39,33.61,-0.22
2024-08-22,-0.12,-0.18,0.05,33.22,33.37,-0.15
2024-08-23,1.0,1.05,-0.05,34.56,34.76,-0.21
2024-08-26,-0.11,-0.12,0.01,34.41,34.6,-0.19
2024-08-27,0.06,0.02,0.05,34.49,34.63,-0.13
2024-08-28,-0.05,-0.04,-0.01,34.43,34.57,-0.14
2024-08-29,0.7,0.7,0.0,35.38,35.52,-0.14
2024-08-30,1.07,1.14,-0.07,36.83,37.06,-0.24
2024-09-02,0.0,0.0,0.0,36.83,37.06,-0.24
2024-09-03,-2.21,-2.24,0.02,33.8,34.0,-0.2
2024-09-04,0.1,0.12,-0.02,33.93,34.15,-0.22
2024-09-05,-1.17,-1.18,0.02,32.37,32.57,-0.2
2024-09-06,-1.01,-1.06,0.05,31.03,31.16,-0.13
2024-09-09,1.53,1.57,-0.04,33.04,33.22,-0.18
2024-09-10,0.17,0.17,0.0,33.27,33.45,-0.19
2024-09-11,0.18,0.21,-0.03,33.51,33.74,-0.23
2024-09-12,0.77,0.73,0.05,34.54,34.71,-0.17
2024-09-13,1.01,1.01,0.01,35.9,36.06,-0.17
2024-09-16,0.51,0.53,-0.02,36.6,36.79,-0.19
2024-09-17,0.55,0.52,0.03,37.35,37.5,-0.15
2024-09-18,-0.08,-0.09,0.0,37.23,37.38,-0.15
2024-09-19,1.72,1.75,-0.03,39.59,39.79,-0.19
2024-09-20,-0.7,-0.69,-0.01,38.62,38.82,-0.21
2024-09-23,0.67,0.66,0.01,39.54,39.74,-0.2
2024-09-24,0.72,0.7,0.02,40.55,40.72,-0.18
2024-09-25,-0.47,-0.45,-0.02,39.89,40.08,-0.2
2024-09-26,0.5,0.5,0.0,40.59,40.79,-0.2
2024-09-27,0.14,0.15,-0.01,40.79,41.0,-0.22
2024-09-30,0.45,0.5,-0.05,41.42,41.71,-0.28
2024-10-01,0.05,-0.01,0.06,41.5,41.69,-0.2
2024-10-02,-0.18,-0.19,0.01,41.23,41.42,-0.18
2024-10-03,-0.51,-0.49,-0.02,40.51,40.72,-0.21
2024-10-04,0.7,0.73,-0.03,41.5,41.75,-0.25
2024-10-07,-0.24,-0.29,0.04,41.15,41.34,-0.19
2024-10-08,0.22,0.22,0.01,41.46,41.65,-0.18
2024-10-09,0.89,0.92,-0.03,42.73,42.95,-0.22
2024-10-10,-0.51,-0.54,0.03,42.0,42.18,-0.19
2024-10-11,1.79,1.8,-0.01,44.53,44.74,-0.21
2024-10-14,0.6,0.57,0.03,45.4,45.57,-0.17
